,id,hand,weight_left,weight_right,weight_difference,contrast_level,chosen_weight,correct_input,timestamp,time_needed
0,12,realistic,185,195,10,2,left,False,2020.02.25-18.46.37.325,10.041
1,12,realistic,205,185,20,2,right,False,2020.02.25-18.46.50.952,10.209
2,12,realistic,185,245,60,1,right,True,2020.02.25-18.47.05.975,11.136
3,12,realistic,215,185,30,2,left,True,2020.02.25-18.47.23.243,10.042
4,12,realistic,185,235,50,1,left,False,2020.02.25-18.47.39.227,10.041
5,12,realistic,225,185,40,2,left,True,2020.02.25-18.47.54.853,8.734
6,12,realistic,185,225,40,1,right,True,2020.02.25-18.48.08.189,10.589
7,12,realistic,235,185,50,2,left,True,2020.02.25-18.48.22.531,8.812999999999999
8,12,realistic,215,185,30,1,left,True,2020.02.25-18.48.36.281,7.83
9,12,realistic,185,245,60,2,right,True,2020.02.25-18.48.50.221,9.783999999999999
10,12,realistic,185,205,20,1,left,False,2020.02.25-18.49.09.834,8.254
11,12,realistic,185,195,10,3,right,True,2020.02.25-18.49.26.667,9.896
12,12,realistic,195,185,10,1,left,True,2020.02.25-18.49.42.517,7.55
13,12,realistic,205,185,20,3,left,True,2020.02.25-18.49.55.920,7.317
14,12,realistic,245,185,60,5,left,True,2020.02.25-18.50.11.781,12.376
15,12,realistic,215,185,30,3,left,True,2020.02.25-18.50.29.38,8.925
16,12,realistic,235,185,50,5,left,True,2020.02.25-18.50.42.888,7.294
17,12,realistic,185,225,40,3,left,False,2020.02.25-18.50.53.924,7.718
18,12,realistic,225,185,40,5,left,True,2020.02.25-18.51.06.234,7.874
19,12,realistic,185,235,50,3,right,True,2020.02.25-18.51.19.714,7.372000000000001
20,12,realistic,185,215,30,5,right,True,2020.02.25-18.51.36.894,7.271
21,12,realistic,245,185,60,3,left,True,2020.02.25-18.51.52.452,7.138
22,12,realistic,205,185,20,5,left,True,2020.02.25-18.52.08.112,8.065
23,12,realistic,185,195,10,4,right,True,2020.02.25-18.52.19.763,9.214
24,12,realistic,185,195,10,5,left,False,2020.02.25-18.52.35.121,8.522
25,12,realistic,205,185,20,4,left,True,2020.02.25-18.55.55.113,8.064
26,12,realistic,185,245,60,4,right,True,2020.02.25-18.56.07.991,7.115
27,12,realistic,215,185,30,4,left,True,2020.02.25-18.56.21.249,6.5120000000000005
28,12,realistic,185,235,50,4,left,False,2020.02.25-18.56.33.704,6.355
29,12,realistic,225,185,40,4,left,True,2020.02.25-18.56.45.644,6.098
30,12,realistic,185,205,20,2,left,False,2020.02.25-18.56.58.579,6.343
31,12,realistic,215,185,30,2,left,True,2020.02.25-18.57.12.37,6.667999999999999
32,12,realistic,185,195,10,2,left,False,2020.02.25-18.57.23.822,7.36
33,12,realistic,225,185,40,2,left,True,2020.02.25-18.57.35.962,7.205
34,12,realistic,245,185,60,1,left,True,2020.02.25-18.57.52.940,9.551
35,12,realistic,235,185,50,2,left,True,2020.02.25-18.58.08.265,6.477
36,12,realistic,185,235,50,1,right,True,2020.02.25-18.58.19.647,8.891
37,12,realistic,245,185,60,2,left,True,2020.02.25-18.58.35.630,6.3
38,12,realistic,225,185,40,1,left,True,2020.02.25-18.58.51.681,5.875
39,12,realistic,185,195,10,3,right,True,2020.02.25-18.59.02.338,8.655
40,12,realistic,215,185,30,1,right,False,2020.02.25-18.59.16.119,8.232999999999999
41,12,realistic,205,185,20,3,right,False,2020.02.25-18.59.31.735,8.086
42,12,realistic,205,185,20,1,right,False,2020.02.25-18.59.45.954,9.472000000000001
43,12,realistic,215,185,30,3,right,False,2020.02.25-19.00.02.832,8.745
44,12,realistic,195,185,10,1,left,True,2020.02.25-19.00.21.373,6.992000000000001
45,12,realistic,185,225,40,3,right,True,2020.02.25-19.00.34.173,6.971
46,12,realistic,185,245,60,5,right,True,2020.02.25-19.00.48.515,6.69
47,12,realistic,235,185,50,3,left,True,2020.02.25-19.01.00.344,9.002
48,12,realistic,235,185,50,5,left,True,2020.02.25-19.01.15.478,8.924
