,id,hand,weight_left,weight_right,weight_difference,contrast_level,chosen_weight,correct_input,timestamp,time_needed
0,14,realistic,235,185,50,4,left,True,2020.03.05-17.51.51.897,10.72
1,14,realistic,185,245,60,4,left,False,2020.03.05-17.52.07.714,8.891
2,14,realistic,225,185,40,4,right,False,2020.03.05-17.52.22.424,6.791
3,14,realistic,185,195,10,5,left,False,2020.03.05-17.52.33.985,10.062999999999999
4,14,realistic,185,215,30,4,right,True,2020.03.05-17.52.49.879,6.154
5,14,realistic,205,185,20,5,right,False,2020.03.05-17.53.02.87,5.529
6,14,realistic,205,185,20,4,right,False,2020.03.05-17.53.13.748,7.183
7,14,realistic,215,185,30,5,left,True,2020.03.05-17.53.28.324,4.647
8,14,realistic,185,195,10,4,left,False,2020.03.05-17.53.38.76,4.8919999999999995
9,14,realistic,225,185,40,5,right,False,2020.03.05-17.53.47.737,4.815
10,14,realistic,185,245,60,3,right,True,2020.03.05-17.53.58.382,5.093
11,14,realistic,185,235,50,5,right,True,2020.03.05-17.54.12.87,4.513
12,14,realistic,235,185,50,3,left,True,2020.03.05-17.54.21.503,5.8420000000000005
13,14,realistic,185,245,60,5,left,False,2020.03.05-17.54.32.471,4.669
14,14,realistic,185,225,40,3,right,True,2020.03.05-17.54.44.524,4.2669999999999995
15,14,realistic,195,185,10,1,right,False,2020.03.05-17.54.54.576,4.815
16,14,realistic,215,185,30,3,left,True,2020.03.05-17.55.09.209,6.12
17,14,realistic,205,185,20,1,left,True,2020.03.05-17.55.22.713,4.355
18,14,realistic,185,205,20,3,right,True,2020.03.05-17.55.32.899,4.144
19,14,realistic,185,215,30,1,right,True,2020.03.05-17.55.48.68,4.2780000000000005
20,14,realistic,185,195,10,3,right,True,2020.03.05-17.55.58.199,6.6339999999999995
21,14,realistic,225,185,40,1,left,True,2020.03.05-17.56.09.614,4.456
22,14,realistic,185,245,60,2,left,False,2020.03.05-17.56.19.901,3.875
23,14,realistic,185,235,50,1,right,True,2020.03.05-17.56.32.378,4.21
24,14,realistic,235,185,50,2,left,True,2020.03.05-17.56.41.491,3.62
25,14,realistic,185,245,60,1,right,True,2020.03.05-17.56.50.227,6.757000000000001
26,14,realistic,185,225,40,2,right,True,2020.03.05-17.57.04.367,3.708
27,14,realistic,195,185,10,2,left,True,2020.03.05-17.57.13.861,3.63
28,14,realistic,215,185,30,2,left,True,2020.03.05-17.57.27.309,4.601
29,14,realistic,205,185,20,2,left,True,2020.03.05-17.57.39.294,3.418
30,14,realistic,185,245,60,4,right,True,2020.03.05-17.57.47.526,4.021
31,14,realistic,185,195,10,5,right,True,2020.03.05-17.57.56.473,4.099
32,14,realistic,185,235,50,4,right,True,2020.03.05-17.58.07.955,3.865
33,14,realistic,185,205,20,5,right,True,2020.03.05-17.58.16.746,4.434
